pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{1, 7, 11}]","[]",3,537,"(5,528);(529,1236);(5813,6657);(8397,9372);(9913,10880);(11825,12358);(12695,13888);(16176,16816);(18075,18699);(18700,19544);(20326,20920);(23130,23909);(27012,27672);(28193,29164);(29554,30498);(33003,33930);(33931,34628);(34629,35164);(35712,36285);(37124,37713);(37836,38352);(41637,42152);(42525,43716);(43717,44516);(45889,46924);(47492,48547);(50730,51285);(51413,51935);(52147,52659);(52848,54494);(55193,55737);(56928,57551);(59346,60417);(62377,63011);(63190,63739);(66147,66911);(66912,67849);(68729,69872);(71679,72244);(73425,74334);(74524,75151);(75152,75962);(75963,76976);(77071,78066);(80297,81243);(81884,82569);(83632,84696);(84697,85821);(87097,87705);(90116,90639);(90640,91695);(92471,93000);(93001,93735);(94724,96413);(100111,101123);(101432,102102);(103955,104480);(104481,105306);(105998,106816);(108215,109013);(109803,110564);(113945,115104);(115693,116211);(117073,117626);(121843,122462);(122671,123632);(123855,124388);(125127,126486);(127620,128199);(128545,129052);(133057,134438);(135137,135811);(136892,137562);(138514,139102);(139482,140403);(140550,141050);(142450,142977);(143181,143742);(143882,144918);(145930,147097);(147983,148934);(149782,150539);(152660,153503);(153666,154703);(154941,155561);(159994,160587);(160588,161261);(162789,163970);(163971,164639);(164640,165511);(166725,167384);(167385,168025);(168026,168832);(169084,170135);(173230,174085);(174808,175368);(176700,177546);(177547,178758);(181893,183010);(183908,185339);(188140,188724);(189407,190308);(193899,194469);(196859,197365);(197593,198279);(200693,201705);(207696,208461);(210447,210948);(211676,212193);(212325,212873);(214963,215463);(215649,216441);(216530,217030);(217031,217710);(217993,218502);(219907,220750);(222188,222725);(223783,224945);(225153,225891);(227355,227914);(229815,230358);(236355,237439);(241117,241617);(241761,242641);(243111,245074);(245844,246529);(248038,248966);(249480,250470);(250471,251336);(252378,252991);(254138,254888);(254889,255452);(256022,256798);(260140,261020);(261576,262464);(263095,263835);(267469,268034);(268430,268974);(270105,271011);(271653,272564);(272976,273726);(274123,275888);(278501,279012);(279392,280276);(281469,282574);(283109,284350);(284351,285153);(286622,287524);(288138,289380);(290471,291176);(292233,293054);(293055,293977);(294158,296040);(297301,297843);(298802,299647);(299862,300415);(300416,301088);(301089,302436);(302666,303480);(303660,304310);(304441,305042);(305735,307212);(307837,308460);(309257,310177);(310178,311126);(312119,313449);(313605,314281);(315242,316926);(318778,319330);(320705,321845);(321846,322575);(322576,323350);(326605,327765);(329821,330821);(331272,332630);(333361,333978);(335682,336798);(336799,338041);(338128,338805);(338806,339661);(342744,343283);(344255,344860);(346333,347572);(348346,349236);(349823,350412);(351673,352590);(352591,353153);(354370,355063);(355254,355879);(356013,357097);(357098,358562);(358563,359090);(359091,360939);(360940,361891);(362462,363210);(363456,364009);(366441,367276);(368736,369286);(369287,370368);(371685,372726);(372870,373667);(374786,375776);(376693,377510);(377757,379072);(379073,379849);(379943,380461);(381751,382758);(383188,383688);(388990,389889);(390809,391918);(395419,396176);(397047,398069);(398339,399127);(401066,401758);(406545,407357);(407358,408131);(408261,409213);(410138,410828);(410829,411932);(412134,412635);(415244,415871);(418053,418680);(420073,421595);(421596,422474);(422475,423042);(423043,423724);(423725,424637);(428294,429085);(431018,431703);(432820,433854);(436580,437199);(437200,438008);(440358,441092);(442928,443978);(445777,446708);(447549,448090);(450488,451205);(451206,452347);(454026,454629);(454948,455635);(456650,457816);(458039,458539);(459336,460152);(462139,462757);(463413,464687);(464688,465289);(465290,466067);(467754,468254);(470526,471822);(479022,479922);(481603,482172);(483238,483857);(485372,486301);(486535,487073);(487219,488737);(489359,489887);(490737,492194);(492195,492885);(494579,495412);(497857,498547);(498920,499607);(499608,500558);(503729,505002);(505609,506840);(507437,508569);(509095,509649);(510326,511064);(512284,512835);(512836,513513);(513514,514146);(514147,514824);(515478,516137);(517303,518740);(518741,519679);(520466,521083);(523853,524364);(524365,525055);(525142,525757);(525758,526485);(526486,527030);(527031,527894);(527895,528475);(530200,531215);(531705,532205);(532206,533188);(535707,536248);(536249,536873);(537070,537925);(537926,538620);(538881,540253);(540386,540887);(541778,542792);(542793,543323);(543324,544349);(544681,545636);(546577,547085);(548380,548924);(549205,550664);(551667,552885);(555178,555877);(556879,557382);(557383,558081);(558301,558939);(559075,559743);(559744,560582);(563902,565628);(566251,567085);(568727,570082);(574404,575447);(575838,576386);(577890,578396);(578962,580353);(584561,585090);(585091,585920);(586929,587429);(587430,588021);(588022,588883);(588884,589593);(590779,591971);(593850,595209);(595210,595947);(595948,596495);(597406,597928);(598517,599182);(600955,601536);(602850,603446);(604057,605083);(606288,607015);(608434,609809);(610479,611148);(613704,614226);(614538,615061);(618443,620193);(623885,624457);(624458,625018);(625250,626222);(628462,629392);(629613,631117);(631173,632122);(636339,637563);(637740,638422);(640181,640831);(641758,643681);(644003,644503);(644504,645158);(645394,646396);(646607,647666);(648214,648795);(650418,651137);(654405,655016);(658475,659202);(660552,661256);(662526,663036);(664055,664586);(666020,666527);(667426,668135);(668666,669272);(669447,670095);(676534,677734);(679537,680588);(682294,683205);(684997,686068);(692017,692938);(693528,694550);(696014,696904);(696905,697764);(697765,698388);(698956,699738);(700913,701521);(702051,703278);(704159,705853);(707051,707551);(708439,709099);(709678,710463);(711483,712205);(712206,713467);(713468,714114);(714959,715753);(716470,717367);(719626,720192);(723448,723991);(723992,725076);(725762,726676);(726677,727308);(727309,728428);(729111,730045);(730594,731269);(732704,733386);(734545,735343);(735344,736977);(737246,737784);(737902,738725);(741025,741950);(744654,745157);(745459,746083);(747619,748783);(748970,749518);(750303,751108);(753882,754848);(754962,755510);(756495,757644);(757974,758936);(759244,759895);(759896,760508);(761490,762281);(762468,763078);(765020,765520);(765879,766523);(767140,767648);(769070,769864);(770689,771263);(771898,773274);(773275,774023);(774501,775426);(776727,777235);(777809,778446);(779685,780220);(781570,782630);(783584,784319);(785620,786766);(788735,789473);(792788,794243);(796076,797228);(797229,798011);(798858,799761);(799762,801065);(801066,802520);(803348,803933);(804714,805264);(806343,806947);(807159,807756);(809585,810531);(811231,812103);(812104,812812);(816479,817091);(818832,819332);(820184,821003);(823459,823959);(823960,824695);(826378,827171);(829418,830661);(830784,832761);(834126,835285);(836262,837307);(839293,839802);(842026,842527);(842680,843187);(844528,845072);(845073,846052);(848487,849038);(849501,850091);(850092,850876);(852312,853133);(853416,854614);(854615,855154);(856349,857190);(857326,858208);(858478,859261);(859396,860000);(861193,861836);(862710,863483);(864058,864558);(864761,865693);(865963,867595);(869668,870268);(870695,871310);(871311,872309);(872310,874383);(875301,875863);(875864,876882);(876883,877734);(879657,880347);(880348,881493);(881494,882329);(882330,883335);(886381,887936);(891830,892859);(892860,894322);(894443,895415);(895416,896065);(896614,897879);(897880,899003);(899541,900065);(900666,902194);(902335,903402);(907152,907652);(908075,909000);(909001,909677);(910103,911066);(911471,912439);(913551,914465);(914466,915949);(915950,917167);(917966,918556);(918557,919117);(919118,919960);(919961,920631);(922075,922700);(924472,925239);(930256,931117);(933235,933912);(933913,934609);(936201,936852);(938813,939935);(940046,940743);(940838,941362);(941806,942718);(943600,944661);(944662,945277);(945278,946079);(946242,947402);(947905,948536);(948777,949742);(951036,951547);(953095,954025);(955445,955945);(957114,957636);(957637,958264);(959631,960230);(960458,960975);(960976,961792);(962417,963113);(965342,966594);(967575,968104);(968870,969789);(972767,973283);(973920,974487);(974488,975309);(978045,978712);(979999,980592);(980593,982049);(983740,984525);(984526,985638);(985709,986279);(986437,987382);(987530,988660);(989394,989948)"
"[{1, 7, 27}]","[]",3,128,"(207,1070);(8485,9087);(9736,10547);(22252,22752);(24774,25298);(50380,51113);(53261,53852);(59555,60159);(66874,67428);(68926,69479);(73127,73627);(75831,76388);(92790,93634);(100111,100822);(104604,105245);(108215,109013);(133057,133757);(133758,134380);(138405,139102);(151480,151992);(163743,164271);(183908,184409);(196632,197522);(201044,201567);(227006,227507);(236663,237275);(248256,248864);(251876,252377);(265217,265798);(271942,272452);(294189,295170);(297300,297843);(302821,303728);(305917,306775);(310157,311091);(312590,313205);(320459,321004);(321005,321670);(326874,327412);(331861,332630);(334181,334817);(335652,336693);(345426,346108);(346722,347222);(358009,358724);(359279,360272);(388973,389551);(395419,395919);(397181,397682);(401759,402347);(407226,407943);(410991,411639);(412603,413103);(418033,418552);(425840,426457);(428294,429203);(451513,452119);(454948,455673);(463713,464213);(479715,480247);(485291,486007);(487906,488737);(525589,526090);(537174,537830);(538881,539554);(554899,555601);(567470,567970);(569519,570082);(579531,580059);(587276,587778);(594742,595261);(595262,595947);(608523,609478);(621531,622067);(625250,625977);(628391,629239);(637372,638207);(643038,643560);(645920,646448);(668665,669272);(670850,671357);(676531,677704);(682294,682880);(692140,693014);(697138,697764);(698915,699416);(702348,703115);(709586,710197);(716027,717169);(720549,721049);(726316,726952);(734316,735068);(747739,748489);(759665,760254);(761520,762172);(765992,766523);(771499,772089);(772366,773067);(773374,774023);(788353,789286);(793240,793754);(800118,801061);(801296,802067);(819444,819961);(834291,835126);(864058,864558);(866433,867018);(868207,868720);(871238,871847);(873605,874220);(880230,880883);(886527,887253);(887254,887936);(892059,892597);(898064,898564);(901053,901842);(908276,909024);(910081,911061);(914324,914924);(915649,916168);(917638,918352);(938860,939738);(943633,944271);(950764,951377);(979984,980542);(982580,983107);(983740,984350);(984918,985575)"
"[{1, 7, 148}]","[]",3,3,"(410991,411501);(451194,452023);(463713,464213)"
"[{1, 7, 218}]","[]",3,14,"(219934,220491);(249486,250062);(312331,312930);(428420,428974);(463713,464213);(530358,530858);(608587,609124);(634136,634670);(638806,639324);(676921,677544);(798858,799614);(866049,866582);(886622,887253);(965581,966244)"
"[{1, 11, 14}]","[]",3,1,"(211448,212003)"
"[{1, 11, 25}]","[]",3,2,"(530454,530954);(750905,751406)"
"[{1, 11, 27}]","[]",3,301,"(195,1070);(2507,3032);(8485,9372);(9736,10547);(12980,13541);(17982,18570);(18699,19579);(22166,22929);(24147,25232);(30273,30919);(33673,34196);(39133,39943);(42320,43176);(45936,46779);(47492,48160);(50380,51163);(53492,54070);(54494,54994);(56870,57865);(59346,60349);(63748,64351);(65178,65803);(66038,66950);(71547,72445);(75831,76388);(78733,79338);(79339,80176);(80312,81190);(92884,93643);(93840,94340);(99992,101052);(104620,105245);(105637,106816);(108215,109035);(110636,111267);(112773,113277);(115992,116531);(119872,120392);(127290,128007);(133421,133951);(134687,135932);(138236,139102);(147781,148722);(149885,150539);(169084,170135);(170136,170732);(172924,173424);(173425,174485);(177085,177759);(177760,178488);(181925,182556);(182759,183485);(189755,190394);(196632,197637);(198157,198728);(203590,204367);(208821,209403);(219704,220678);(236445,237275);(241997,242707);(244121,244952);(250244,250744);(255868,256376);(262601,263233);(270317,271121);(272853,273643);(275044,275761);(279557,280227);(281469,282371);(286622,287320);(293691,294278);(294279,295452);(296787,297404);(301446,302016);(302821,303493);(305705,306775);(309288,310229);(310230,310748);(312118,313205);(313755,314281);(316376,316893);(320498,321004);(321005,321852);(330068,330747);(331392,332523);(335273,336669);(338441,339362);(351763,352590);(355023,355524);(355825,356686);(359655,360392);(361715,362244);(369563,370721);(371400,371900);(371949,372487);(372988,373587);(378007,378738);(379716,380461);(382239,382803);(383529,384039);(390808,391814);(397181,397994);(399507,400061);(401216,401758);(401990,402499);(406580,407144);(410828,411765);(415660,416177);(418052,418552);(420933,421441);(421442,422371);(423721,424400);(427171,427755);(428471,429155);(430596,431154);(432208,433072);(433073,433656);(437259,437900);(441093,441838);(443164,443711);(444461,445197);(445198,445777);(445778,446422);(447428,448286);(451194,452119);(454014,454799);(454800,455663);(463713,464213);(477256,478586);(479457,480247);(482873,483541);(485236,486007);(488271,488841);(490582,491282);(491283,491881);(497354,498089);(499559,500078);(505353,506311);(507792,508293);(509244,510001);(510198,510793);(512241,512798);(512799,513711);(516591,517302);(517303,517822);(523887,524636);(527600,528475);(530359,531020);(532296,533112);(537121,537830);(538808,539831);(541330,541899);(544797,545636);(547150,548105);(553027,553848);(555167,555684);(557491,558039);(561245,562134);(563902,564821);(567470,567970);(569443,570082);(574404,575046);(575544,576070);(579656,580457);(585653,586169);(586805,587458);(588014,588753);(588754,589596);(594369,595083);(595084,595738);(601035,601536);(608455,609636);(619268,620001);(625250,626094);(628391,629239);(629880,630396);(630397,630980);(632106,632608);(634416,635190);(640792,641587);(641765,642267);(642445,643672);(644472,645026);(646890,647666);(658595,659200);(660198,660801);(660802,661430);(666020,666527);(668206,668770);(668845,669447);(670766,671389);(671528,672070);(673381,673976);(675256,675814);(676895,677734);(678468,679031);(679674,680519);(680955,681531);(682294,683045);(684924,685528);(687792,688536);(692161,693096);(693526,694051);(695663,696288);(696289,697009);(697611,698520);(698894,699808);(702348,702945);(703067,703567);(705462,705977);(707480,707980);(708172,708684);(709586,710463);(711217,711972);(714001,714618);(716027,717169);(720549,721476);(722330,723173);(723892,725221);(732469,733271);(734085,734612);(734613,735239);(739258,739773);(739774,740343);(741179,741825);(747974,748517);(754537,755037);(755038,755811);(755812,756494);(757152,758142);(759374,759887);(768158,768658);(774821,775426);(777618,778118);(786059,786571);(787054,787556);(788353,789286);(789826,790351);(793041,794112);(796610,797130);(800131,800852);(801296,802089);(803416,803933);(809764,810564);(816246,816747);(816748,817315);(819067,819965);(821837,822406);(824958,825459);(830531,831330);(833400,834161);(837016,837654);(845187,845867);(850011,850550);(852312,852812);(860568,861353);(863966,864558);(866178,867413);(868207,868720);(871238,872126);(872127,872651);(873194,874220);(875559,876112);(879095,879656);(879657,881417);(884348,885218);(886527,887253);(887254,887890);(893321,894144);(894145,894729);(896879,897472);(898006,898564);(898762,899372);(900723,901975);(902335,903004);(908075,909065);(910196,911471);(913723,914223);(914224,915760);(916504,917004);(917638,918556);(919072,919895);(920152,920754);(925862,926709);(933336,933912);(936203,936863);(938676,939738);(951036,951547);(955652,956414);(959603,960262);(961103,961604);(965886,966388);(972767,973283);(973920,974521);(974522,975071);(980120,980769);(980832,981332);(982580,983107);(983650,984151);(985967,986517);(986518,987191)"
"[{1, 11, 40}]","[]",3,7,"(201054,201657);(645427,646059);(659766,660269);(758645,759145);(761522,762255);(848548,849357);(954166,954866)"
"[{1, 11, 55}]","[]",3,2,"(80455,80971);(522097,522606)"
"[{1, 11, 56}]","[]",3,7,"(349896,350412);(506488,507057);(575921,576602);(589219,589719);(647064,647564);(915260,915760);(945950,946451)"
"[{1, 11, 64}]","[]",3,98,"(2534,3219);(14271,15046);(17730,18449);(39287,40153);(42525,43033);(44798,45430);(47357,47857);(48325,48826);(64105,64826);(66993,67517);(75874,76798);(78578,79192);(80374,81188);(97173,97825);(100342,100961);(107885,108385);(117884,118384);(119637,120168);(125137,125702);(128117,128891);(133734,134358);(140774,141283);(145668,146267);(161581,162096);(177623,178167);(196831,197480);(197481,198144);(202077,202618);(211140,212215);(212344,212872);(226655,227233);(228771,229277);(236355,237185);(237341,237866);(251061,251651);(252238,252874);(292318,292818);(296786,297293);(312439,313144);(316381,316882);(361380,361895);(362428,363210);(363346,363943);(366271,366896);(374868,375368);(384103,384751);(387447,388023);(397332,397903);(406127,406627);(427258,427885);(436160,436670);(459641,460210);(485253,485883);(494247,495299);(496745,497313);(497865,498437);(503864,504810);(515466,516214);(523790,524309);(557300,557800);(572535,573179);(585652,586204);(588181,588750);(605215,605734);(608626,609186);(622828,623665);(640043,640649);(641788,642453);(645661,646403);(654183,655336);(657160,657784);(668665,669605);(670651,671297);(673869,674369);(675235,675849);(684924,685512);(687815,688562);(693199,693699);(693700,694337);(695732,696302);(708530,709214);(741413,741950);(763818,764391);(770625,771499);(785666,786590);(794770,795684);(821289,821914);(833970,834470);(846544,847092);(872250,872993);(874076,874729);(876112,876882);(889579,890161);(908868,909510);(915128,915631);(915632,916319);(925680,926481);(960958,961507)"
"[{1, 11, 69}]","[]",3,3,"(739680,740180);(830370,830872);(954025,954526)"
"[{1, 11, 77}]","[]",3,82,"(13802,14346);(28581,29118);(29430,29954);(30626,31188);(36434,36980);(42983,43570);(58304,58890);(66928,67615);(71565,72258);(73660,74299);(74524,75078);(76910,77476);(80373,81233);(97432,98139);(122068,122934);(125589,126438);(136150,136678);(142977,143923);(145725,146225);(171831,172578);(177504,178185);(180234,180735);(190920,191841);(197763,198276);(208829,209624);(219260,219763);(235301,235919);(236446,236946);(239091,239593);(254275,254866);(255710,256376);(256377,257091);(276924,277424);(290566,291165);(293470,293977);(300584,301084);(312192,312986);(315511,316011);(318709,319295);(330739,331418);(347031,347532);(370994,371558);(384639,385140);(388295,388914);(407308,408033);(408368,408957);(410342,410991);(422876,423652);(439967,440467);(459065,459879);(465218,465767);(496422,497359);(512852,513438);(519972,520532);(547652,548172);(550471,551353);(583232,583772);(628461,629695);(660245,660745);(693200,694051);(697907,698520);(708932,709503);(712953,713467);(716101,716841);(724252,725034);(732406,732959);(739606,740308);(741130,741758);(750779,751396);(795471,796005);(806442,807006);(859193,860030);(866777,867325);(867428,867957);(914407,914985);(915813,916635);(929921,930789);(941826,942356);(954091,954595);(975847,976573);(980069,980635);(981942,982452)"
